1,1,51.8,60.62,123.86,64.16,1,1,1.0
1,2,0.12,13.4,17.82,32.97,1,1,1.0
1,3,94.75,0.25,223.89,62.74,1,1,1.0
1,4,311.5,0.22,398.79999999999995,111.82000000000001,1,1,1.0
2,1,34.6,56.7,119.80000000000001,59.5,1,1,1.0
2,2,0.12,13.4,12.48,25.800000000000004,1,1,1.0
2,3,94.75,0.25,224.75,62.74,1,1,1.0
2,4,311.5,0.22,397.29999999999995,111.82000000000001,1,1,1.0
3,1,12.59,50.82,123.87,64.16,1,1,1.0
3,3,94.75,0.25,223.85000000000002,62.74,1,1,1.0
3,4,311.5,0.22,395.79999999999995,111.82000000000001,1,1,1.0
4,1,1.01,47.26,113.19,64.16,1,1,1.0
4,3,94.75,0.25,222.95,62.74,1,1,1.0
4,4,310.64,0.65,395.80000000000007,113.14999999999999,1,1,1.0
5,1,1.01,47.26,93.58999999999999,64.16,1,1,1.0
5,3,94.75,0.25,222.51999999999998,62.74,1,1,1.0
5,4,309.37,0.65,397.04999999999995,113.14999999999999,1,1,1.0
6,1,1.01,47.26,73.99,49.940000000000005,1,1,1.0
6,3,94.75,0.25,222.07999999999998,62.74,1,1,1.0
6,4,308.1,0.65,398.29999999999995,113.14999999999999,1,1,1.0
7,1,1.01,41.9,59.690000000000005,55.300000000000004,1,1,1.0
7,3,94.75,0.25,221.64999999999998,62.74,1,1,1.0
7,4,308.1,0.65,397.44999999999993,113.14999999999999,1,1,1.0
8,1,1.01,41.9,38.29,49.1,1,1,1.0
8,3,94.75,0.25,221.39,62.74,1,1,1.0
8,4,308.1,0.65,396.6,113.14999999999999,1,1,1.0
9,1,1.01,41.9,26.689999999999998,49.1,1,1,1.0
9,3,94.75,0.25,221.13,62.74,1,1,1.0
9,4,308.1,0.65,396.28,113.14999999999999,1,1,1.0
10,1,1.01,51.7,14.19,24.200000000000003,1,1,1.0
10,3,94.75,0.25,220.87,62.74,1,1,1.0
10,4,308.1,0.65,395.94999999999993,113.14999999999999,1,1,1.0
10,5,914.93,187.61,45.07000000000005,87.07999999999998,1,1,1.0
11,3,94.75,0.25,220.61,62.74,1,1,1.0
