1,1,208.55,250.78,94.88999999999999,41.059999999999974,1,1,1.0
1,2,119.68,334.95,138.64999999999998,58.110000000000014,1,1,1.0
1,3,731.79,265.34,75.36000000000001,39.700000000000045,1,1,1.0
2,1,208.55,250.78,94.88,41.109999999999985,1,1,1.0
2,2,98.8,337.4,138.64,62.10000000000002,1,1,1.0
2,3,721.84,267.83,75.37,39.69999999999999,1,1,1.0
3,1,208.55,250.78,94.88,41.16,1,1,1.0
3,2,72.4,339.6,141.6,63.599999999999966,1,1,1.0
3,3,706.62,267.4,75.36000000000001,42.72000000000003,1,1,1.0
4,1,208.55,250.78,94.88,41.21000000000001,1,1,1.0
4,2,47.11,343.59,143.58999999999997,63.60000000000002,1,1,1.0
4,3,691.9,269.3,77.89999999999998,43.099999999999966,1,1,1.0
5,1,208.55,250.78,94.88,41.26000000000002,1,1,1.0
5,2,21.9,346.6,149.1,65.79999999999995,1,1,1.0
5,3,678.5,271.5,79.39999999999998,43.10000000000002,1,1,1.0
6,1,208.55,250.78,94.88,41.309999999999974,1,1,1.0
6,2,0.02,351.37,149.1,65.80000000000001,1,1,1.0
6,3,663.7,272.8,80.09999999999991,43.69999999999999,1,1,1.0
7,1,208.55,250.78,94.88,41.359999999999985,1,1,1.0
7,2,0.02,352.7,125.88000000000001,70.5,1,1,1.0
7,3,649.6,275.3,80.10000000000002,45.599999999999966,1,1,1.0
8,1,208.55,250.78,94.88,41.41,1,1,1.0
8,2,0.02,357.5,103.08,71.5,1,1,1.0
8,3,635.7,275.3,80.59999999999991,48.099999999999966,1,1,1.0
9,1,208.55,250.78,94.88,41.46000000000001,1,1,1.0
9,2,0.02,360.8,80.08,58.89999999999998,1,1,1.0
9,3,620.8,278.6,82.5,46.299999999999955,1,1,1.0
10,1,208.55,250.78,94.88,41.51000000000002,1,1,1.0
10,2,0.02,368.3,51.779999999999994,57.19999999999999,1,1,1.0
10,3,605.4,280.1,84.0,49.799999999999955,1,1,1.0
11,1,208.55,250.78,94.88,41.559999999999974,1,1,1.0
11,2,0.02,372.3,29.38,58.69999999999999,1,1,1.0
11,3,590.0,282.6,84.0,49.299999999999955,1,1,1.0
12,1,208.55,250.78,94.88,41.609999999999985,1,1,1.0
12,3,573.4,283.3,86.60000000000002,52.599999999999966,1,1,1.0
13,1,208.55,250.78,94.88,41.66,1,1,1.0
13,3,559.0,284.3,88.60000000000002,53.599999999999966,1,1,1.0
14,1,208.55,250.78,94.88,41.71000000000001,1,1,1.0
14,3,543.69,288.29,88.59999999999991,53.599999999999966,1,1,1.0
15,1,208.55,250.78,94.88,41.76000000000002,1,1,1.0
15,3,527.05,290.29,88.60000000000002,53.599999999999966,1,1,1.0
16,1,208.55,250.78,94.88,41.809999999999974,1,1,1.0
16,3,511.07,293.62,88.59999999999997,53.60000000000002,1,1,1.0
17,1,208.55,250.78,94.88,41.859999999999985,1,1,1.0
17,3,493.1,296.95,95.89999999999998,53.60000000000002,1,1,1.0
18,1,208.55,250.78,94.88,41.91,1,1,1.0
18,3,473.8,297.61,95.90000000000003,53.599999999999966,1,1,1.0
19,1,208.55,250.78,94.87,41.96000000000001,1,1,1.0
19,3,457.16,300.9,100.54000000000002,54.31,1,1,1.0
20,1,208.55,250.78,94.87,42.01000000000002,1,1,1.0
20,3,441.18,303.6,100.54000000000002,56.92999999999995,1,1,1.0
21,1,208.55,250.78,94.87,42.059999999999974,1,1,1.0
21,3,421.88,306.3,104.51999999999998,57.56,1,1,1.0
22,1,208.55,250.78,94.87,42.109999999999985,1,1,1.0
22,3,405.19,309.75,104.53000000000003,57.56,1,1,1.0
23,1,208.55,250.78,94.87,42.16,1,1,1.0
23,3,383.3,311.2,109.00999999999999,59.09000000000003,1,1,1.0
24,1,208.55,250.78,94.87,42.21000000000001,1,1,1.0
24,3,368.92,314.08,109.00999999999999,59.09000000000003,1,1,1.0
25,1,208.55,250.78,94.87,42.26000000000002,1,1,1.0
25,3,347.35,318.7,109.01999999999998,59.09000000000003,1,1,1.0
26,1,208.55,250.78,94.87,42.309999999999974,1,1,1.0
26,3,327.79,320.42,109.01999999999998,63.68000000000001,1,1,1.0
27,1,208.55,250.78,94.87,42.359999999999985,1,1,1.0
27,3,308.81,321.0,114.19,67.10000000000002,1,1,1.0
28,1,208.55,250.78,94.87,42.41,1,1,1.0
28,3,289.82,325.6,114.78000000000003,67.09999999999997,1,1,1.0
29,1,208.55,250.78,94.87,42.46000000000001,1,1,1.0
29,3,267.19,328.26,121.41000000000003,67.11000000000001,1,1,1.0
30,1,208.55,250.78,94.87,42.51000000000002,1,1,1.0
30,3,243.8,335.2,123.39999999999998,66.10000000000002,1,1,1.0
31,1,208.55,250.78,94.87,42.559999999999974,1,1,1.0
31,3,218.0,335.2,127.80000000000001,74.10000000000002,1,1,1.0
32,1,208.55,250.78,94.87,42.609999999999985,1,1,1.0
32,3,200.18,342.33,127.80000000000001,74.10000000000002,1,1,1.0
33,1,208.55,250.78,94.87,42.66,1,1,1.0
33,3,174.4,344.39,137.1,74.10000000000002,1,1,1.0
34,1,208.55,250.78,94.87,42.71000000000001,1,1,1.0
34,3,151.72,347.48,137.1,74.09999999999997,1,1,1.0
35,1,208.55,250.78,94.86000000000001,42.77000000000001,1,1,1.0
35,3,125.94,353.67,141.26,74.09999999999997,1,1,1.0
36,1,208.55,250.78,94.86000000000001,42.82000000000002,1,1,1.0
36,3,99.14,358.83,145.36,74.10000000000002,1,1,1.0
37,1,208.55,250.78,94.86000000000001,42.869999999999976,1,1,1.0
37,3,65.12,357.8,156.68,81.31,1,1,1.0
38,1,208.55,250.78,94.86000000000001,42.91999999999999,1,1,1.0
38,3,42.78,363.19,156.69,81.31,1,1,1.0
39,1,208.55,250.78,94.86000000000001,42.97,1,1,1.0
39,3,15.8,373.2,159.0,75.92000000000002,1,1,1.0
40,1,208.55,250.78,94.86000000000001,43.02000000000001,1,1,1.0
40,3,0.49,374.6,152.31,81.17999999999995,1,1,1.0
41,1,208.55,250.78,94.86000000000001,43.07000000000002,1,1,1.0
41,3,0.49,374.6,127.61,81.17999999999995,1,1,1.0
42,1,208.55,250.78,94.86000000000001,43.119999999999976,1,1,1.0
42,3,0.49,386.9,99.91000000000001,83.5,1,1,1.0
43,1,208.55,250.78,94.86000000000001,43.16999999999999,1,1,1.0
43,3,0.49,386.9,77.31,75.5,1,1,1.0
44,1,208.55,250.78,94.86000000000001,43.22,1,1,1.0
44,3,0.0,397.26,77.22,75.5,1,1,1.0
45,1,208.55,250.78,94.86000000000001,43.27000000000001,1,1,1.0
45,3,0.0,397.26,29.1,75.5,1,1,1.0
46,1,208.55,250.78,94.86000000000001,43.32000000000002,1,1,1.0
47,1,208.55,250.78,94.86000000000001,43.369999999999976,1,1,1.0
48,1,208.55,250.78,94.86000000000001,43.41999999999999,1,1,1.0
49,1,208.55,250.78,94.86000000000001,43.47,1,1,1.0
50,1,208.55,250.78,94.86000000000001,43.52000000000001,1,1,1.0
51,1,208.55,250.78,94.86000000000001,43.57000000000002,1,1,1.0
52,1,208.55,250.78,94.84999999999997,43.619999999999976,1,1,1.0
53,1,208.55,250.78,94.84999999999997,43.66999999999999,1,1,1.0
54,1,208.55,250.78,94.84999999999997,43.72,1,1,1.0
55,1,208.55,250.78,94.84999999999997,43.77000000000001,1,1,1.0
55,4,933.54,225.67,26.460000000000036,66.80000000000004,1,1,1.0
56,1,208.55,250.78,94.84999999999997,43.82000000000002,1,1,1.0
56,4,927.8,225.67,32.200000000000045,66.80000000000004,1,1,1.0
57,1,208.55,250.78,94.84999999999997,43.869999999999976,1,1,1.0
57,4,920.9,225.67,39.10000000000002,66.80000000000004,1,1,1.0
58,1,208.55,250.78,94.84999999999997,43.91999999999999,1,1,1.0
58,4,912.6,225.67,47.39999999999998,66.80000000000004,1,1,1.0
59,1,208.55,250.78,94.84999999999997,43.97,1,1,1.0
59,4,912.6,225.67,47.39999999999998,72.83000000000001,1,1,1.0
60,1,208.55,250.78,94.84999999999997,44.02000000000001,1,1,1.0
60,4,903.1,225.67,56.89999999999998,72.83000000000001,1,1,1.0
